uri	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	id	duration_ms	time_signature	playlist_pid	avg_duration	mode_key	dance_energy_corr
spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1	0.652	0.698	10	-4.667	0	0.042	0.00112	0.000115	0.0886	0.47	96.021	5Q0Nhxo0l2bP3pNjpGJwV1	202067	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:6GIrIt2M39wEGwjCQjGChX	0.423	0.94	1	-4.012	0	0.0635	0.00166	0.0	0.178	0.505	149.934	6GIrIt2M39wEGwjCQjGChX	206520	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:4E5P1XyAFtrjpiIxkydly4	0.706	0.751	9	-6.323	1	0.0708	0.173	0.0	0.168	0.195	91.031	4E5P1XyAFtrjpiIxkydly4	182307	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:3H1LCvO3fVsK2HPguhbml0	0.669	0.822	11	-4.288	1	0.043	0.0339	0.000142	0.231	0.43	120.011	3H1LCvO3fVsK2HPguhbml0	277107	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:3uoQULcUWfnt6nc6J7Vgai	0.829	0.627	1	-3.928	1	0.0759	0.00663	0.0	0.0939	0.72	120.048	3uoQULcUWfnt6nc6J7Vgai	187133	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:2nbClS09zsIAqNkshg6jnp	0.709	0.745	4	-6.437	0	0.0738	0.0225	5.2e-05	0.154	0.576	126.027	2nbClS09zsIAqNkshg6jnp	234360	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:69ghzc538EQSVon2Gm3wrr	0.58	0.75	4	-4.421	1	0.194	0.159	0.0	0.274	0.728	86.938	69ghzc538EQSVon2Gm3wrr	229107	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:1kusepF3AacIEtUTYrw4GV	0.447	0.848	2	-6.175	1	0.222	0.033	7.45e-05	0.722	0.485	172.247	1kusepF3AacIEtUTYrw4GV	203760	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:7oK9VyNzrYvRFo7nQEYkWN	0.356	0.924	1	-3.74	1	0.0808	0.00101	0.0	0.0953	0.232	148.017	7oK9VyNzrYvRFo7nQEYkWN	222587	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:12qZHAeOyTf93YAWvGDTat	0.442	0.893	0	-4.878	1	0.0505	0.00844	0.0	0.529	0.712	148.119	12qZHAeOyTf93YAWvGDTat	168000	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:2jFlMILIQzs7lSFudG9lbo	0.938	0.735	7	-6.382	1	0.0434	0.00952	0.0	0.0998	0.55	103.7	2jFlMILIQzs7lSFudG9lbo	229360	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:4I2GqMe7L2ccMpUbnDzYLH	0.719	0.839	5	-5.235	1	0.0257	0.00241	0.0	0.228	0.636	129.97	4I2GqMe7L2ccMpUbnDzYLH	220920	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:5lDriBxJd22IhOH9zTcFrV	0.465	0.954	10	-4.251	1	0.044	0.000346	5.38e-06	0.573	0.458	143.85	5lDriBxJd22IhOH9zTcFrV	193653	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:2eJ8ij1T3cNUKiGdcUvKhy	0.73	0.848	5	-5.262	0	0.101	0.0494	0.0	0.133	0.559	65.025	2eJ8ij1T3cNUKiGdcUvKhy	213973	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:5y69gQtK33qxb8a24ACkCy	0.559	0.845	11	-3.871	1	0.0379	0.222	0.0	0.164	0.304	94.915	5y69gQtK33qxb8a24ACkCy	237493	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:1X5WGCrUMuwRFuYU1eAo2I	0.725	0.732	9	-6.594	1	0.156	0.0501	1.8e-06	0.104	0.515	93.029	1X5WGCrUMuwRFuYU1eAo2I	201230	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:3utIAb67sOu0QHxBE88P1M	0.695	0.903	9	-5.092	0	0.162	0.0137	4.32e-05	0.126	0.811	138.985	3utIAb67sOu0QHxBE88P1M	190453	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:3jkdQNkDTxxXtjSO4l0o1H	0.747	0.878	8	-3.533	1	0.0282	0.343	0.0	0.0872	0.557	106.004	3jkdQNkDTxxXtjSO4l0o1H	208333	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:5c1sfI6wIQEsSUw0xrkFdl	0.485	0.823	1	-2.816	1	0.0362	0.00981	0.0	0.116	0.555	91.005	5c1sfI6wIQEsSUw0xrkFdl	189187	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:6sqNctd7MlJoKDOxPVCAvU	0.414	0.936	2	-2.407	1	0.0758	0.00136	0.0	0.369	0.74	170.229	6sqNctd7MlJoKDOxPVCAvU	242413	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:1b7vg5T9YKR3NNqXfBYRF7	0.35	0.909	2	-4.204	1	0.0774	0.0024	0.0	0.163	0.314	166.866	1b7vg5T9YKR3NNqXfBYRF7	220133	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:6GIrIt2M39wEGwjCQjGChX	0.423	0.94	1	-4.012	0	0.0635	0.00166	0.0	0.178	0.505	149.934	6GIrIt2M39wEGwjCQjGChX	206520	4	Throwbacks_0	221777.46153846153	4	-0.46444214764191305
spotify:track:2HHtWyy5CgaQbC7XSoOb0e	0.815	0.438	0	-14.522	0	0.0346	0.216	0.000466	0.0787	0.552	108.965	2HHtWyy5CgaQbC7XSoOb0e	243773	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:1MYYt7h6amcrauCOoso3Gx	0.343	0.975	1	-2.502	0	0.135	3.23e-05	0.991	0.0515	0.133	119.883	1MYYt7h6amcrauCOoso3Gx	70294	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:3x2mJ2bjCIU70NrH49CtYR	0.414	0.959	7	-4.299	0	0.0378	2.31e-05	0.933	0.368	0.589	145.911	3x2mJ2bjCIU70NrH49CtYR	65306	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:1Pm3fq1SC6lUlNVBGZi3Em	0.522	0.205	2	-7.986	1	0.0376	0.0534	0.235	0.0985	0.353	103.868	1Pm3fq1SC6lUlNVBGZi3Em	108532	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:1NXTEkIeRL59NK61QuhYUl	0.0849	0.956	2	-4.196	1	0.0805	5.24e-05	0.953	0.397	0.309	185.397	1NXTEkIeRL59NK61QuhYUl	214269	3	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:3RGlJJFkWEavxeRQr9ivAd	0.283	0.925	3	-4.7	1	0.111	0.000748	0.933	0.166	0.368	99.45	3RGlJJFkWEavxeRQr9ivAd	110219	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:0e9hR1vTrzlUvFH5PgA9rY	0.492	0.97	4	-5.677	0	0.0554	9.65e-06	0.891	0.162	0.556	120.005	0e9hR1vTrzlUvFH5PgA9rY	207520	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:7dkbEHIMLoeuG4zXGmzhEH	0.493	0.969	2	-3.282	0	0.0463	0.201	0.655	0.247	0.34	170.581	7dkbEHIMLoeuG4zXGmzhEH	226000	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:7nZnCjIJ8JigdMqJ36yRRm	0.536	0.458	2	-9.906	0	0.0385	0.893	0.495	0.106	0.259	170.113	7nZnCjIJ8JigdMqJ36yRRm	104600	1	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:2TK2KSrzXD6W01qjXVjNGh	0.638	0.49	4	-9.382	0	0.426	0.271	0.0	0.664	0.511	173.552	2TK2KSrzXD6W01qjXVjNGh	318215	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:3nJYcY9yvKP8Oi2Ml8brXt	0.68	0.413	8	-9.41	1	0.492	0.177	0.0	0.205	0.383	158.576	3nJYcY9yvKP8Oi2Ml8brXt	321697	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:4TTV7EcfroSLWzXRY6gLv6	0.609	0.435	11	-7.861	0	0.285	0.522	0.0	0.118	0.552	131.995	4TTV7EcfroSLWzXRY6gLv6	236738	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:4cxvludVmQxryrnx1m9FqL	0.698	0.649	8	-6.764	1	0.415	0.15	0.0	0.0903	0.568	180.466	4cxvludVmQxryrnx1m9FqL	333154	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:5CQ30WqJwcep0pYcV4AMNc	0.338	0.34	9	-12.049	0	0.0339	0.58	0.0032	0.116	0.197	82.433	5CQ30WqJwcep0pYcV4AMNc	482830	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:1HZ3cUZUw5htSFmah1V8Ko	0.54	0.423	6	-8.799	1	0.0283	0.294	0.0884	0.152	0.353	150.135	1HZ3cUZUw5htSFmah1V8Ko	306040	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:43pmQcgxMMhJu1gPW2ZdNz	0.444	0.793	5	-5.326	0	0.0377	0.0107	0.000769	0.184	0.208	101.012	43pmQcgxMMhJu1gPW2ZdNz	602080	3	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:6Vz7vzOpCwKeSQlfViibuY	0.633	0.858	11	-7.42	0	0.0473	0.208	0.0112	0.0655	0.724	102.561	6Vz7vzOpCwKeSQlfViibuY	356520	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:4sFbojhVXQv7dBC9PVCcRn	0.566	0.673	9	-10.814	1	0.306	0.565	1.13e-06	0.0438	0.583	114.385	4sFbojhVXQv7dBC9PVCcRn	377747	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:1dv3ePjze9tPq2pk8eWJdR	0.63	0.616	1	-8.128	0	0.0309	0.463	0.0408	0.173	0.509	118.65	1dv3ePjze9tPq2pk8eWJdR	270773	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:5EWPGh7jbTNO2wakv8LjUI	0.249	0.834	0	-8.21	1	0.0577	0.0738	9.48e-05	0.0924	0.338	118.223	5EWPGh7jbTNO2wakv8LjUI	547107	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:1GqlvSEtMx5xbGptxOTTyk	0.419	0.677	4	-6.183	1	0.0343	0.00101	9.99e-05	0.211	0.684	127.678	1GqlvSEtMx5xbGptxOTTyk	303587	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:39C5FuZ8C8M0QI8CrMsPkR	0.435	0.657	5	-8.868	1	0.0545	0.00983	0.00748	0.0923	0.209	118.704	39C5FuZ8C8M0QI8CrMsPkR	467640	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:4aVuWgvD0X63hcOCnZtNFA	0.473	0.898	6	-4.797	0	0.0561	0.00783	0.0618	0.173	0.808	96.556	4aVuWgvD0X63hcOCnZtNFA	235547	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:4DMKwE2E2iYDKY01C335Uw	0.482	0.786	7	-5.735	1	0.032	0.00321	8.88e-05	0.446	0.793	126.755	4DMKwE2E2iYDKY01C335Uw	323000	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:1AhDOtG9vPSOmsWgNW0BEY	0.414	0.404	0	-9.928	0	0.0499	0.271	0.0	0.3	0.224	71.105	1AhDOtG9vPSOmsWgNW0BEY	354320	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:4CJVkjo5WpmUAKp3R44LNb	0.597	0.605	7	-12.013	1	0.0255	0.181	0.000331	0.118	0.886	97.782	4CJVkjo5WpmUAKp3R44LNb	281147	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:1QEEqeFIZktqIpPI4jSVSF	0.377	0.681	7	-8.039	1	0.0298	0.00088	0.0023	0.0504	0.285	108.789	1QEEqeFIZktqIpPI4jSVSF	285133	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:2nVHqZbOGkKWzlcy1aMbE7	0.48	0.536	2	-11.166	1	0.0427	0.488	4.22e-05	0.155	0.581	80.617	2nVHqZbOGkKWzlcy1aMbE7	508200	3	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:6MpMuAuLzFFfwB8QzWL1iZ	0.363	0.554	2	-10.784	0	0.0317	0.0885	0.973	0.261	0.408	72.429	6MpMuAuLzFFfwB8QzWL1iZ	241160	1	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:7o2CTH4ctstm8TNelqjb51	0.454	0.91	6	-7.766	1	0.0448	0.0866	0.0996	0.116	0.629	125.116	7o2CTH4ctstm8TNelqjb51	354520	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:4BP3uh0hFLFRb5cjsgLqDh	0.64	0.663	0	-7.516	1	0.0374	0.201	0.00806	0.152	0.663	132.77	4BP3uh0hFLFRb5cjsgLqDh	140773	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:0XIvZ82aDF7JiSi3ZE320u	0.482	0.601	7	-12.846	1	0.0486	0.00853	0.000187	0.249	0.774	125.619	0XIvZ82aDF7JiSi3ZE320u	252493	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:3QZ7uX97s82HFYSmQUAN1D	0.536	0.901	9	-7.211	1	0.0374	0.00145	0.0186	0.06	0.666	87.559	3QZ7uX97s82HFYSmQUAN1D	276880	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:6UGHk2cmbDC1oidVjXcCKo	0.528	0.921	2	-7.64	1	0.0524	0.0174	0.000186	0.0472	0.298	144.368	6UGHk2cmbDC1oidVjXcCKo	370427	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:3lpDrxUkr0tIe1kmJvdK7d	0.51	0.919	7	-8.244	1	0.0593	0.00205	0.809	0.068	0.386	141.053	3lpDrxUkr0tIe1kmJvdK7d	265840	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:0K6yUnIKNsFtfIpTgGtcHm	0.581	0.854	1	-8.485	0	0.0428	0.00197	0.0013	0.111	0.788	131.18	0K6yUnIKNsFtfIpTgGtcHm	259840	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:0hBby0yygBY1u3m6tSpZgC	0.293	0.787	5	-8.841	1	0.0438	0.00774	0.496	0.392	0.139	165.307	0hBby0yygBY1u3m6tSpZgC	658987	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:6cbBAD1AAYVaQR1cx89AZX	0.528	0.557	2	-10.342	0	0.0315	0.245	0.0156	0.0958	0.357	121.732	6cbBAD1AAYVaQR1cx89AZX	285533	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:1k0GxoZYv3Yx5mNeXMOZN2	0.603	0.851	0	-8.574	0	0.0584	0.0251	1.71e-05	0.318	0.627	143.218	1k0GxoZYv3Yx5mNeXMOZN2	286227	4	Awesome Playlist_1	298837.641025641	2	-0.2825595101678244
spotify:track:74tqql9zP6JjF5hjkHHUXp	0.622	0.537	0	-4.435	1	0.0335	0.261	0.0	0.0781	0.25	60.018	74tqql9zP6JjF5hjkHHUXp	212716	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:4erhEGuOGQgjv3p1bccnpn	0.818	0.599	7	-2.976	0	0.04	0.285	0.0	0.0845	0.874	96.959	4erhEGuOGQgjv3p1bccnpn	180007	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:4hRA2rCPaCOpoEIq5qXaBz	0.761	0.796	9	-4.277	1	0.298	0.309	0.0	0.136	0.892	102.249	4hRA2rCPaCOpoEIq5qXaBz	204376	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:1enx9LPZrXxaVVBxas5rRm	0.739	0.706	9	-6.534	1	0.152	0.219	0.0	0.132	0.559	144.111	1enx9LPZrXxaVVBxas5rRm	232867	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:0WNGsQ1oAuHzNTk8jivBKW	0.539	0.846	8	-3.192	1	0.0354	0.0063	1.68e-06	0.13	0.46	106.992	0WNGsQ1oAuHzNTk8jivBKW	274097	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:24psBRmEw3kHjBGZfl1dmb	0.729	0.898	5	-1.029	1	0.0391	0.315	0.0	0.107	0.517	126.977	24psBRmEw3kHjBGZfl1dmb	218475	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:06L1apH8kLF47dbhZ4Zg9A	0.609	0.246	8	-8.449	1	0.0376	0.784	0.0	0.0825	0.371	123.773	06L1apH8kLF47dbhZ4Zg9A	288993	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:2qWgqPdW1OiAP8KSBH1b93	0.763	0.658	5	-5.643	0	0.147	0.0258	0.0	0.0915	0.389	80.038	2qWgqPdW1OiAP8KSBH1b93	217861	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:2PTf3zh9UUsgdxQ5b0eXg8	0.604	0.875	7	-1.995	0	0.0539	0.244	0.0	0.114	0.219	129.925	2PTf3zh9UUsgdxQ5b0eXg8	234107	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:7tIJDktakabGoHjwTTa35W	0.756	0.426	1	-8.75	0	0.0745	0.504	0.0394	0.0884	0.355	135.96	7tIJDktakabGoHjwTTa35W	257647	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:6ToAD7ajJidQTDn72OncDG	0.628	0.284	4	-11.629	1	0.102	0.544	5.01e-06	0.121	0.354	91.131	6ToAD7ajJidQTDn72OncDG	161624	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:6yEfq48XkEzCg0TwY6Hhkb	0.758	0.402	9	-5.066	1	0.0459	0.411	0.0	0.217	0.519	92.109	6yEfq48XkEzCg0TwY6Hhkb	189154	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:1ZgfAxHQCXLt8o1VXEHHAt	0.756	0.922	1	-2.683	1	0.0539	0.0615	0.000462	0.0723	0.809	100.005	1ZgfAxHQCXLt8o1VXEHHAt	206773	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:4b1sQpvL7QVgamRZ74F1oA	0.694	0.748	10	-2.93	0	0.167	0.0222	0.0	0.155	0.521	92.918	4b1sQpvL7QVgamRZ74F1oA	208667	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:0AO2yQNGcH0ASHHU5lS4lT	0.538	0.436	3	-8.73	0	0.0504	0.726	0.0	0.151	0.37	87.111	0AO2yQNGcH0ASHHU5lS4lT	229350	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:0g1AmSKokPboFrxmG1dxKx	0.738	0.676	11	-3.025	0	0.0507	0.446	0.0	0.253	0.961	95.04	0g1AmSKokPboFrxmG1dxKx	211375	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:5S5gGOsUarzRXKoaSstwba	0.715	0.831	2	-6.161	1	0.0729	0.223	3.84e-06	0.132	0.805	100.006	5S5gGOsUarzRXKoaSstwba	223642	4	korean _2	219373.953125	1	0.19048732868202406
spotify:track:4z8xFgX0Xq1T9xXomoDLJ2	0.536	0.707	10	-7.086	0	0.1	0.158	0.0	0.211	0.684	77.074	4z8xFgX0Xq1T9xXomoDLJ2	236919	4	korean _2	219373.953125	1	0.19048732868202406
